audio_path,transcript,duration
timit/data/TRAIN/DR5/MWAC0/SI971.WAV,then off again rushing to keep up,43623
timit/data/TRAIN/DR5/MWAC0/SX161.WAV,as a precaution the outlaws bought gunpowder for their stronghold,71168
timit/data/TRAIN/DR5/MWAC0/SI1601.WAV,two clotted balls the color of mucus rolled between fiery lids,74445
timit/data/TRAIN/DR5/MWAC0/SX431.WAV,the fifth jar contains big juicy peaches,64308
timit/data/TRAIN/DR5/MWAC0/SX341.WAV,the high security prison was surrounded by barbed wire,54887
timit/data/TRAIN/DR5/MWAC0/SX251.WAV,we apply auditory modeling to computer speech recognition,70247
timit/data/TRAIN/DR5/MWAC0/SI2231.WAV,they were both walking towards each other unhurried,52736
timit/data/TRAIN/DR5/MVLO0/SI1147.WAV,civilization is what man has made of himself,47207
timit/data/TRAIN/DR5/MVLO0/SX67.WAV,last years gas shortage caused steep price increases,61748
timit/data/TRAIN/DR5/MVLO0/SI1777.WAV,were you on duty here two weeks ago,36557
timit/data/TRAIN/DR5/MVLO0/SX427.WAV,every cab needs repainting often,36762
timit/data/TRAIN/DR5/MVLO0/SX157.WAV,remove the splinter with a pair of tweezers,36967
timit/data/TRAIN/DR5/MVLO0/SX247.WAV,the cigarettes in the clay ashtray overflowed onto the oak table,57344
timit/data/TRAIN/DR5/MVLO0/SI517.WAV,confusion became chaos each succeeding day brought new acts of violence,70554
timit/data/TRAIN/DR5/MVLO0/SX337.WAV,bob bandaged both wounds with the skill of a doctor,47821
timit/data/TRAIN/DR5/MTDP0/SI1521.WAV,he looked over at him lying there asleep and he felt a wave of revulsion,78541
timit/data/TRAIN/DR5/MTDP0/SX261.WAV,do you have the yellow ointment ready,34714
timit/data/TRAIN/DR5/MTDP0/SX171.WAV,the diagnosis was discouraging however he was not overly worried,73216
timit/data/TRAIN/DR5/MTDP0/SX351.WAV,the new suburbanites worked hard on refurbishing their older home,84173
timit/data/TRAIN/DR5/MTDP0/SX81.WAV,its impossible to deal with bureaucracy,48640
timit/data/TRAIN/DR5/MTDP0/SX441.WAV,dont look for group valuables in a bank vault,61850
timit/data/TRAIN/DR5/MTDP0/SI1274.WAV,atomic energy levels,28058
timit/data/TRAIN/DR5/MTDP0/SI2151.WAV,he sank back sighing and was soon asleep again,60826
timit/data/TRAIN/DR5/FDMY0/SX117.WAV,the mango and the papaya are in a bowl,58266
timit/data/TRAIN/DR5/FDMY0/SX207.WAV,do you hear the sleigh bells ringing,45876
timit/data/TRAIN/DR5/FDMY0/SI1197.WAV,transparent look waxy skin  could well be uremia,63898
timit/data/TRAIN/DR5/FDMY0/SI567.WAV,at the left is a pair of dressy straw pumps in a light but crisp texture,101479
timit/data/TRAIN/DR5/FDMY0/SX387.WAV,the giant redwoods shimmered in the glistening sun,67994
timit/data/TRAIN/DR5/FDMY0/SX27.WAV,did dad do academic bidding,50586
timit/data/TRAIN/DR5/FDMY0/SX297.WAV,rockandroll music has a great rhythm,48128
timit/data/TRAIN/DR5/FDMY0/SI714.WAV,other interpretations present the music as an essentially intimate creation,105370
timit/data/TRAIN/DR5/MMVP0/SI1284.WAV,a batterypowered radio is essential,46183
timit/data/TRAIN/DR5/MMVP0/SI654.WAV,yet it exists and has an objective reality which can be experienced and known,107418
timit/data/TRAIN/DR5/MMVP0/SX114.WAV,the cartoon features a muskrat and a tadpole,49869
timit/data/TRAIN/DR5/MMVP0/SI1914.WAV,as she drove she thought about her plan,45978
timit/data/TRAIN/DR5/MMVP0/SX204.WAV,even i occasionally get the monday blues,46490
timit/data/TRAIN/DR5/MMVP0/SX347.WAV,the patient and the surgeon are both recuperating from the lengthy operation,76698
timit/data/TRAIN/DR5/MMVP0/SX384.WAV,please shorten this skirt for joyce,49460
timit/data/TRAIN/DR5/MMVP0/SX294.WAV,should giraffes be kept in small zoos,46285
timit/data/TRAIN/DR5/FTBW0/SX265.WAV,the saw is broken so chop the wood instead,44442
timit/data/TRAIN/DR5/FTBW0/SI1345.WAV,toss a die until an ace appears,36250
timit/data/TRAIN/DR5/FTBW0/SI1975.WAV,a large piece of engine cowling vanished,42292
timit/data/TRAIN/DR5/FTBW0/SX175.WAV,severe myopia contributed to rons inferiority complex,68711
timit/data/TRAIN/DR5/FTBW0/SX85.WAV,cement is measured in cubic yards,38810
timit/data/TRAIN/DR5/FTBW0/SX355.WAV,dolphins are intelligent marine mammals,40244
timit/data/TRAIN/DR5/FTBW0/SI715.WAV,for me it has more of both elements than the majority of its competitors,73421
timit/data/TRAIN/DR5/FTBW0/SX445.WAV,what is this large thing by the ironing board,39015
timit/data/TRAIN/DR5/MWSH0/SX166.WAV,biologists use radioactive isotopes to study microorganisms,66765
timit/data/TRAIN/DR5/MWSH0/SI2266.WAV,his manhood had been attacked,33997
timit/data/TRAIN/DR5/MWSH0/SX76.WAV,gently place jims foam sculpture in the box,58676
timit/data/TRAIN/DR5/MWSH0/SI1426.WAV,his sinuous melody is a sort of naive transcendence of all experience,76698
timit/data/TRAIN/DR5/MWSH0/SI796.WAV,the filtered air benefits allergies asthma sinus hay fever,75879
timit/data/TRAIN/DR5/MWSH0/SX436.WAV,please sing just the club theme,40551
timit/data/TRAIN/DR5/MWSH0/SX346.WAV,the barracuda recoiled from the serpents poisonous fangs,60314
timit/data/TRAIN/DR5/MWSH0/SX256.WAV,the irate actor stomped away idiotically,50176
timit/data/TRAIN/DR5/MSRR0/SI1131.WAV,but we cannot start off with a clean slate,43008
timit/data/TRAIN/DR5/MSRR0/SX411.WAV,butterscotch fudge goes well with vanilla ice cream,50484
timit/data/TRAIN/DR5/MSRR0/SX231.WAV,i honor my mom,23245
timit/data/TRAIN/DR5/MSRR0/SI1761.WAV,hiding out like this wont get him anything except more trouble or bullet,66868
timit/data/TRAIN/DR5/MSRR0/SX51.WAV,ambidextrous pickpockets accomplish more,46388
timit/data/TRAIN/DR5/MSRR0/SX141.WAV,pledge to participate in nevadas aquatic competition,59802
timit/data/TRAIN/DR5/MSRR0/SX30.WAV,get a calico cat to keep,29287
timit/data/TRAIN/DR5/MSRR0/SI501.WAV,but this doesnt detract from its merit as an interesting if not great film,70964
timit/data/TRAIN/DR5/MTMT0/SI1118.WAV,as he had longed to be he became the echo of a saga,46183
timit/data/TRAIN/DR5/MTMT0/SX38.WAV,young people participate in athletic activities,45876
timit/data/TRAIN/DR5/MTMT0/SX128.WAV,lots of foreign movies have subtitles,37376
timit/data/TRAIN/DR5/MTMT0/SX398.WAV,children can consume many fruit candies in one sitting,53556
timit/data/TRAIN/DR5/MTMT0/SI1748.WAV,its still unbelievable that it was murder,39424
timit/data/TRAIN/DR5/MTMT0/SX218.WAV,try to recall the events in chronological order,46695
timit/data/TRAIN/DR5/MTMT0/SI488.WAV,they make gin saws and deal in parts supplies and some used gin machinery,74957
timit/data/TRAIN/DR5/MTMT0/SX308.WAV,shipbuilding is a most fascinating process,42292
timit/data/TRAIN/DR5/MSAS0/SI2006.WAV,his blue eyes sought the shimmering sea of haze ahead,57959
timit/data/TRAIN/DR5/MSAS0/SX116.WAV,clasp the screw in your left hand,39732
timit/data/TRAIN/DR5/MSAS0/SI746.WAV,for sweetsour sauce cook onion in oil until soft,71476
timit/data/TRAIN/DR5/MSAS0/SX206.WAV,when peeling an orange it is hard not to spray juice,59700
timit/data/TRAIN/DR5/MSAS0/SX386.WAV,which church do the smiths worship in,44647
timit/data/TRAIN/DR5/MSAS0/SI1376.WAV,sometimes strong stress serves to focus an important secondary relationship,85709
timit/data/TRAIN/DR5/MSAS0/SX26.WAV,most young rise early every morning,44135
timit/data/TRAIN/DR5/MSAS0/SX296.WAV,the two artists exchanged autographs,44135
timit/data/TRAIN/DR5/MHIT0/SX263.WAV,how oily do you like your salad dressing,37581
timit/data/TRAIN/DR5/MHIT0/SX173.WAV,whoever cooperates in finding nans cameo will be rewarded,57652
timit/data/TRAIN/DR5/MHIT0/SI983.WAV,rabies were cured or prevented by madstones which the pioneer wore or carried,75674
timit/data/TRAIN/DR5/MHIT0/SI2243.WAV,snakes are ugly he said again,33076
timit/data/TRAIN/DR5/MHIT0/SX353.WAV,a connoisseur will enjoy this shellfish dish,49664
timit/data/TRAIN/DR5/MHIT0/SI1613.WAV,that would make him mad enough if he was sober,46797
timit/data/TRAIN/DR5/MHIT0/SX83.WAV,my instructions desperately need updating,42496
timit/data/TRAIN/DR5/MHIT0/SX443.WAV,a lone star shone in the early evening sky,44647
timit/data/TRAIN/DR5/MEGJ0/SI1337.WAV,this was chiefly because of the bluish white autofluorescence from the cells,98304
timit/data/TRAIN/DR5/MEGJ0/SI1967.WAV,twelve oclock level,21607
timit/data/TRAIN/DR5/MEGJ0/SX167.WAV,employee layoffs coincided with the companys reorganization,77210
timit/data/TRAIN/DR5/MEGJ0/SX77.WAV,bagpipes and bongos are musical instruments,52634
timit/data/TRAIN/DR5/MEGJ0/SX3.WAV,this was easy for us,27956
timit/data/TRAIN/DR5/MEGJ0/SX437.WAV,they used an aggressive policeman to flag thoughtless motorists,62055
timit/data/TRAIN/DR5/MEGJ0/SI707.WAV,the avocado should have a give to it as you hold it when it is ripe,66663
timit/data/TRAIN/DR5/MEGJ0/SX257.WAV,we are open every monday evening,31232
timit/data/TRAIN/DR5/FEAR0/SI1252.WAV,development requires a longterm approach,41575
timit/data/TRAIN/DR5/FEAR0/SX262.WAV,can the agency overthrow alien forces,42394
timit/data/TRAIN/DR5/FEAR0/SX172.WAV,the triumphant warrior exhibited naive heroism,50996
timit/data/TRAIN/DR5/FEAR0/SI622.WAV,the masters hand has lost none of its craft,49664
timit/data/TRAIN/DR5/FEAR0/SX352.WAV,according to my interpretation of the problem two lines must be perpendicular,78336
timit/data/TRAIN/DR5/FEAR0/SX82.WAV,good service should be rewarded by big tips,46900
timit/data/TRAIN/DR5/FEAR0/SX442.WAV,suburban housewives often suffer from the gab habit,52634
timit/data/TRAIN/DR5/FEAR0/SI1882.WAV,guerrillas were racing toward him,32564
timit/data/TRAIN/DR5/FDTD0/SX301.WAV,we like bleu cheese but victor prefers swiss cheese,60928
timit/data/TRAIN/DR5/FDTD0/SX211.WAV,only the best players enjoy popularity,47207
timit/data/TRAIN/DR5/FDTD0/SX391.WAV,they all like long hot showers,41472
timit/data/TRAIN/DR5/FDTD0/SI1561.WAV,the surgeon carried a cage of live pigeons,50893
timit/data/TRAIN/DR5/FDTD0/SI2191.WAV,she didnt even give me a chance to refuse,51303
timit/data/TRAIN/DR5/FDTD0/SX321.WAV,the groundhog clearly saw his shadow but stayed out only a moment,73933
timit/data/TRAIN/DR5/FDTD0/SX121.WAV,trespassing is forbidden and subject to penalty,52532
timit/data/TRAIN/DR5/FDTD0/SI931.WAV,often she fails to gain sexual satisfaction,45773
timit/data/TRAIN/DR5/MDHL0/SX449.WAV,ralph prepared red snapper with fresh lemon sauce for dinner,57242
timit/data/TRAIN/DR5/MDHL0/SX359.WAV,the system may break down soon so save your files frequently,60928
timit/data/TRAIN/DR5/MDHL0/SX89.WAV,its hard to tell an original from a forgery,42906
timit/data/TRAIN/DR5/MDHL0/SI2069.WAV,his head came up and he said it defiantly,42087
timit/data/TRAIN/DR5/MDHL0/SI809.WAV,topography  topography is very important,49562
timit/data/TRAIN/DR5/MDHL0/SX179.WAV,we could barely see the fjords through the snow flurries,48640
timit/data/TRAIN/DR5/MDHL0/SI1439.WAV,simple elongation has been treated in detail,52020
timit/data/TRAIN/DR5/MDHL0/SX269.WAV,do atypical farmers grow oats,30618
timit/data/TRAIN/DR5/FSAG0/SI693.WAV,he who does not love abides in death,46388
timit/data/TRAIN/DR5/FSAG0/SI1323.WAV,lousiness is a prerequisite for epidemic typhus,65229
timit/data/TRAIN/DR5/FSAG0/SX63.WAV,continental drift is a geological theory,56935
timit/data/TRAIN/DR5/FSAG0/SX153.WAV,scholastic aptitude is judged by standardized tests,74650
timit/data/TRAIN/DR5/FSAG0/SX423.WAV,smash lightbulbs and their cash value will diminish to nothing,69940
timit/data/TRAIN/DR5/FSAG0/SI1953.WAV,wherere you takin me,16999
timit/data/TRAIN/DR5/FSAG0/SX333.WAV,an adult male baboons teeth are not suitable for eating shellfish,79975
timit/data/TRAIN/DR5/FSAG0/SX243.WAV,they all agree that the essay is barely intelligible,52532
timit/data/TRAIN/DR5/MJRG0/SX106.WAV,a huge tapestry hung in her hallway,37786
timit/data/TRAIN/DR5/MJRG0/SI736.WAV,also make sure thermometer does not touch the revolving spit or hit the coals,73626
timit/data/TRAIN/DR5/MJRG0/SX16.WAV,a roll of wire lay near the wall,31028
timit/data/TRAIN/DR5/MJRG0/SX376.WAV,women may never become completely equal to men,44954
timit/data/TRAIN/DR5/MJRG0/SX352.WAV,according to my interpretation of the problem two lines must be perpendicular,69530
timit/data/TRAIN/DR5/MJRG0/SI1366.WAV,our campus unfortunately owns no films,52532
timit/data/TRAIN/DR5/MJRG0/SI1996.WAV,you shall see her at dinner,22733
timit/data/TRAIN/DR5/MJRG0/SX286.WAV,in every major cloverleaf traffic sometimes gets backed up,60212
timit/data/TRAIN/DR5/MDWH0/SX305.WAV,cottage cheese with chives is delicious,55604
timit/data/TRAIN/DR5/MDWH0/SI1168.WAV,it takes a great deal of sophisticated thought to get the impact of this fact,80384
timit/data/TRAIN/DR5/MDWH0/SX215.WAV,the sermon emphasized the need for affirmative action,62260
timit/data/TRAIN/DR5/MDWH0/SX395.WAV,i took her word for it but is she really going with you,64103
timit/data/TRAIN/DR5/MDWH0/SI1925.WAV,so whats this all about,36148
timit/data/TRAIN/DR5/MDWH0/SX125.WAV,westchester is a county in new york,43418
timit/data/TRAIN/DR5/MDWH0/SI665.WAV,meanwhile the enemy will capitalize on our fears if he can,77312
timit/data/TRAIN/DR5/MDWH0/SX35.WAV,help celebrate your brothers success,44135
timit/data/TRAIN/DR5/FCDR1/SX106.WAV,a huge tapestry hung in her hallway,50381
timit/data/TRAIN/DR5/FCDR1/SX16.WAV,a roll of wire lay near the wall,41780
timit/data/TRAIN/DR5/FCDR1/SI1186.WAV,questions came to me from all sides about my world citizenship activities,90215
timit/data/TRAIN/DR5/FCDR1/SX376.WAV,women may never become completely equal to men,51303
timit/data/TRAIN/DR5/FCDR1/SI556.WAV,we did not accept the diagnosis at once but gradually we are coming to,81204
timit/data/TRAIN/DR5/FCDR1/SI1816.WAV,anyhow it was high time the boy was salted,77108
timit/data/TRAIN/DR5/FCDR1/SX196.WAV,how do oysters make pearls,38196
timit/data/TRAIN/DR5/FCDR1/SX286.WAV,in every major cloverleaf traffic sometimes gets backed up,69735
timit/data/TRAIN/DR5/MRVG0/SI1140.WAV,false ideas surfeit another sector of our life,41268
timit/data/TRAIN/DR5/MRVG0/SX60.WAV,the legislature met to judge the state of public education,48231
timit/data/TRAIN/DR5/MRVG0/SX150.WAV,vietnamese cuisine is exquisite,35226
timit/data/TRAIN/DR5/MRVG0/SX420.WAV,seamstresses attach zippers with a thimble needle and thread,56013
timit/data/TRAIN/DR5/MRVG0/SI1770.WAV,there is no store he piped tremulously,36967
timit/data/TRAIN/DR5/MRVG0/SI510.WAV,adequate compensation is indispensable,39117
timit/data/TRAIN/DR5/MRVG0/SX330.WAV,count the number of teaspoons of soysauce that you add,40346
timit/data/TRAIN/DR5/MRVG0/SX240.WAV,its not easy to create illuminating examples,42292
timit/data/TRAIN/DR5/MCLM0/SX106.WAV,a huge tapestry hung in her hallway,35431
timit/data/TRAIN/DR5/MCLM0/SI1456.WAV,these air or gas bubbles make highly functional thermal barriers,49050
timit/data/TRAIN/DR5/MCLM0/SX16.WAV,a roll of wire lay near the wall,30823
timit/data/TRAIN/DR5/MCLM0/SX376.WAV,women may never become completely equal to men,39424
timit/data/TRAIN/DR5/MCLM0/SX196.WAV,how do oysters make pearls,27853
timit/data/TRAIN/DR5/MCLM0/SI2086.WAV,absolution for his lie,43930
timit/data/TRAIN/DR5/MCLM0/SI826.WAV,caution continuous administration is not recommended for lactating cows,57549
timit/data/TRAIN/DR5/MCLM0/SX286.WAV,in every major cloverleaf traffic sometimes gets backed up,52532
timit/data/TRAIN/DR5/MDAS0/SX276.WAV,johns brother repainted the garage door,35533
timit/data/TRAIN/DR5/MDAS0/SX6.WAV,bright sunshine shimmers on the ocean,42087
timit/data/TRAIN/DR5/MDAS0/SI636.WAV,he was above all a friend seeker almost pathetic in his eagerness to be liked,65434
timit/data/TRAIN/DR5/MDAS0/SX186.WAV,would a tomboy often play outdoors,34304
timit/data/TRAIN/DR5/MDAS0/SX96.WAV,masquerade parties tax ones imagination,42599
timit/data/TRAIN/DR5/MDAS0/SI1266.WAV,twentynine exhibits received awards,38503
timit/data/TRAIN/DR5/MDAS0/SX21.WAV,alfalfa is healthy for you,28775
timit/data/TRAIN/DR5/MDAS0/SI1896.WAV,and he was handsome despite the long thin scar that slanted across his cheek,67277
timit/data/TRAIN/DR5/MFER0/SI862.WAV,if a concessionaire runs the cafeteria keep an eye out for quality and price,62362
timit/data/TRAIN/DR5/MFER0/SI1492.WAV,there was typhoid and malaria,26420
timit/data/TRAIN/DR5/MFER0/SX412.WAV,gwen planted green beans in her vegetable garden,40141
timit/data/TRAIN/DR5/MFER0/SI2122.WAV,now the hope was gone,21402
timit/data/TRAIN/DR5/MFER0/SX232.WAV,his failure to open the store by eight cost him his job,54272
timit/data/TRAIN/DR5/MFER0/SX52.WAV,her classical performance gained critical acclaim,37274
timit/data/TRAIN/DR5/MFER0/SX142.WAV,which long article was opaque and needed clarification,45773
timit/data/TRAIN/DR5/MFER0/SX322.WAV,a leather handbag would be a suitable gift,34100
timit/data/TRAIN/DR5/MBGT0/SX261.WAV,do you have the yellow ointment ready,37376
timit/data/TRAIN/DR5/MBGT0/SX171.WAV,the diagnosis was discouraging however he was not overly worried,72807
timit/data/TRAIN/DR5/MBGT0/SI1341.WAV,marksmanship example,27136
timit/data/TRAIN/DR5/MBGT0/SX351.WAV,the new suburbanites worked hard on refurbishing their older home,64308
timit/data/TRAIN/DR5/MBGT0/SX81.WAV,its impossible to deal with bureaucracy,44340
timit/data/TRAIN/DR5/MBGT0/SX441.WAV,dont look for group valuables in a bank vault,43316
timit/data/TRAIN/DR5/MBGT0/SI711.WAV,nuclear rockets can destroy airfields with ease,50586
timit/data/TRAIN/DR5/MBGT0/SI1841.WAV,she found herself able to sing any role and any song which struck her fancy,76186
timit/data/TRAIN/DR5/FSMS1/SI874.WAV,first go over the type of coverage you now have,53351
timit/data/TRAIN/DR5/FSMS1/SX64.WAV,regular attendance is seldom required,43316
timit/data/TRAIN/DR5/FSMS1/SI2134.WAV,all his family was dead except for his son,46388
timit/data/TRAIN/DR5/FSMS1/SX347.WAV,the patient and the surgeon are both recuperating from the lengthy operation,63693
timit/data/TRAIN/DR5/FSMS1/SX154.WAV,orange juice tastes funny after toothpaste,42189
timit/data/TRAIN/DR5/FSMS1/SX244.WAV,herbs birthday occurs frequently on thanksgiving,49869
timit/data/TRAIN/DR5/FSMS1/SX334.WAV,often youll get back more than you put in,41268
timit/data/TRAIN/DR5/FSMS1/SI1504.WAV,for a moment boy and mount hung in midair,46080
timit/data/TRAIN/DR5/MPMB0/SI871.WAV,the word means it wont boil away easily nothing else,97895
timit/data/TRAIN/DR5/MPMB0/SX61.WAV,chocolate and roses never fail as a romantic gift,77824
timit/data/TRAIN/DR5/MPMB0/SX421.WAV,those who teach values first abolish cheating,95232
timit/data/TRAIN/DR5/MPMB0/SX151.WAV,the previous speaker presented ambiguous results,68813
timit/data/TRAIN/DR5/MPMB0/SI2131.WAV,you had to be stupid or crazy or immortal,90727
timit/data/TRAIN/DR5/MPMB0/SI1501.WAV,behind him billowed a small pungent cloud of smoke,110900
timit/data/TRAIN/DR5/MPMB0/SX331.WAV,the big dog loved to chew on the old rag doll,68506
timit/data/TRAIN/DR5/MPMB0/SX241.WAV,the hallway opens into a huge chamber,54477
timit/data/TRAIN/DR5/MJDM0/SX260.WAV,remember to allow identical twins to enter freely,48333
timit/data/TRAIN/DR5/MJDM0/SI974.WAV,then we were off again,23348
timit/data/TRAIN/DR5/MJDM0/SX170.WAV,the mayan neoclassic scholar disappeared while surveying ancient ruins,81408
timit/data/TRAIN/DR5/MJDM0/SI1340.WAV,the shock therapies act likewise on the hypothalamic balance,86733
timit/data/TRAIN/DR5/MJDM0/SX350.WAV,many wealthy tycoons splurged and bought both a yacht and a schooner,67584
timit/data/TRAIN/DR5/MJDM0/SX80.WAV,its illegal to postdate a check,37888
timit/data/TRAIN/DR5/MJDM0/SX440.WAV,the advertising verse of plymouth variety store never changes,61952
timit/data/TRAIN/DR5/MJDM0/SI1937.WAV,they were all good men,21300
timit/data/TRAIN/DR5/MREW1/SI870.WAV,it will accommodate firing rates as low as half a gallon an hour,54375
timit/data/TRAIN/DR5/MREW1/SX60.WAV,the legislature met to judge the state of public education,53965
timit/data/TRAIN/DR5/MREW1/SX150.WAV,vietnamese cuisine is exquisite,36557
timit/data/TRAIN/DR5/MREW1/SX420.WAV,seamstresses attach zippers with a thimble needle and thread,54170
timit/data/TRAIN/DR5/MREW1/SI2130.WAV,does this bother you,21300
timit/data/TRAIN/DR5/MREW1/SI1500.WAV,yet even that explosion did not mean much,40653
timit/data/TRAIN/DR5/MREW1/SX330.WAV,count the number of teaspoons of soysauce that you add,55296
timit/data/TRAIN/DR5/MREW1/SX240.WAV,its not easy to create illuminating examples,46183
timit/data/TRAIN/DR5/FLJG0/SX261.WAV,do you have the yellow ointment ready,35943
timit/data/TRAIN/DR5/FLJG0/SX171.WAV,the diagnosis was discouraging however he was not overly worried,80180
timit/data/TRAIN/DR5/FLJG0/SX351.WAV,the new suburbanites worked hard on refurbishing their older home,76698
timit/data/TRAIN/DR5/FLJG0/SI2241.WAV,he needs outfielders bad,35226
timit/data/TRAIN/DR5/FLJG0/SI981.WAV,a chaw of tobacco put on an open wound was both antiseptic and healing,78029
timit/data/TRAIN/DR5/FLJG0/SX81.WAV,its impossible to deal with bureaucracy,46797
timit/data/TRAIN/DR5/FLJG0/SI1611.WAV,that is what childhood is he told himself,54682
timit/data/TRAIN/DR5/FLJG0/SX441.WAV,dont look for group valuables in a bank vault,54682
timit/data/TRAIN/DR5/MJFH0/SI1737.WAV,brain examined for thrombosis clot or hemorrhage,42599
timit/data/TRAIN/DR5/MJFH0/SX117.WAV,the mango and the papaya are in a bowl,35943
timit/data/TRAIN/DR5/MJFH0/SX207.WAV,do you hear the sleigh bells ringing,28365
timit/data/TRAIN/DR5/MJFH0/SX387.WAV,the giant redwoods simmered in the glistening sun,41677
timit/data/TRAIN/DR5/MJFH0/SX27.WAV,did dad do academic bidding,28160
timit/data/TRAIN/DR5/MJFH0/SI1107.WAV,what one actually remembers is its greenness,41472
timit/data/TRAIN/DR5/MJFH0/SI477.WAV,her position covers a number of daily tasks common to any social director,59597
timit/data/TRAIN/DR5/MJFH0/SX297.WAV,rockandroll music has a great rhythm,31847
timit/data/TRAIN/DR7/FCRZ0/SI1913.WAV,the gunman nodded slipping the picture into his breast pocket saying nothing,62362
timit/data/TRAIN/DR7/FCRZ0/SI793.WAV,a pool is no place for a shut trap,44852
timit/data/TRAIN/DR7/FCRZ0/SX73.WAV,cliffs display was misplaced on the screen,42599
timit/data/TRAIN/DR7/FCRZ0/SX163.WAV,they remained lifelong friends and companions,44237
timit/data/TRAIN/DR7/FCRZ0/SX343.WAV,the frightened child was gently subdued by his big brother,46900
timit/data/TRAIN/DR7/FCRZ0/SI2053.WAV,he sized up the situation and shook his head,40551
timit/data/TRAIN/DR7/FCRZ0/SX433.WAV,the overweight charmer could slip poison into anyones tea,50791
timit/data/TRAIN/DR7/FCRZ0/SX253.WAV,by eating yogurt you may live longer,32973
timit/data/TRAIN/DR7/MWRE0/SI1687.WAV,now dont shut this door,36148
timit/data/TRAIN/DR7/MWRE0/SI1057.WAV,are we as safe as we should be from such a disaster,65332
timit/data/TRAIN/DR7/MWRE0/SI2317.WAV,well i guess i ought to dust out that desk anyhow,37786
timit/data/TRAIN/DR7/MWRE0/SX67.WAV,last years gas shortage caused steep price increases,72192
timit/data/TRAIN/DR7/MWRE0/SX427.WAV,every cab needs repainting often,31847
timit/data/TRAIN/DR7/MWRE0/SX157.WAV,remove the splinter with a pair of tweezers,41677
timit/data/TRAIN/DR7/MWRE0/SX247.WAV,the cigarettes in the clay ashtray overflowed onto the oak table,57549
timit/data/TRAIN/DR7/MWRE0/SX337.WAV,bob bandaged both wounds with the skill of a doctor,52327
timit/data/TRAIN/DR7/MRLJ1/SI2301.WAV,very peculiar retribution indeed seems to overtake such jokers,64410
timit/data/TRAIN/DR7/MRLJ1/SX411.WAV,butterscotch fudge goes well with vanilla ice cream,44032
timit/data/TRAIN/DR7/MRLJ1/SX231.WAV,i honor my mom,18330
timit/data/TRAIN/DR7/MRLJ1/SX51.WAV,ambidextrous pickpockets accomplish more,38196
timit/data/TRAIN/DR7/MRLJ1/SX141.WAV,pledge to participate in nevadas aquatic competition,48436
timit/data/TRAIN/DR7/MRLJ1/SI2332.WAV,i saw your horse outside,24986
timit/data/TRAIN/DR7/MRLJ1/SI1671.WAV,the knifelike pain in his groin nearly brought him down again,45568
timit/data/TRAIN/DR7/MRLJ1/SX321.WAV,the groundhog clearly saw his shadow but stayed out only a moment,54068
timit/data/TRAIN/DR7/MAFM0/SX39.WAV,barbs gold bracelet was a graduation present,38196
timit/data/TRAIN/DR7/MAFM0/SI2199.WAV,will you tell me why,17716
timit/data/TRAIN/DR7/MAFM0/SI939.WAV,impressions often appear in a symbolic form and cannot be taken at face value,63181
timit/data/TRAIN/DR7/MAFM0/SX129.WAV,angora cats are furrier than siamese,44442
timit/data/TRAIN/DR7/MAFM0/SI1569.WAV,this is our singular goal,24064
timit/data/TRAIN/DR7/MAFM0/SX399.WAV,they assume no burglar will ever enter here,35943
timit/data/TRAIN/DR7/MAFM0/SX219.WAV,nonprofit organizations have frequent fund raisers,45773
timit/data/TRAIN/DR7/MAFM0/SX309.WAV,the proof that you are seeking is not available in books,48333
timit/data/TRAIN/DR7/MGAK0/SX316.WAV,that dog chases cats mercilessly,45773
timit/data/TRAIN/DR7/MGAK0/SI1036.WAV,the antithesis of the ecumenical and the local then no longer exists,73012
timit/data/TRAIN/DR7/MGAK0/SX406.WAV,there was a gigantic wasp next to irvings big top hat,64000
timit/data/TRAIN/DR7/MGAK0/SI2296.WAV,yes maam the children chorused heartily,38503
timit/data/TRAIN/DR7/MGAK0/SX226.WAV,steph could barely handle the psychological trauma,53658
timit/data/TRAIN/DR7/MGAK0/SX46.WAV,that pickpocket was caught redhanded,34202
timit/data/TRAIN/DR7/MGAK0/SX136.WAV,scientific progress comes from the development of new techniques,75674
timit/data/TRAIN/DR7/MGAK0/SI1666.WAV,he remembered a story he had read as a youth,46797
timit/data/TRAIN/DR7/MMDG0/SI520.WAV,success for many turnpikes has come hard,51508
timit/data/TRAIN/DR7/MMDG0/SX70.WAV,did you eat yet,16794
timit/data/TRAIN/DR7/MMDG0/SI1780.WAV,a monstrous shadow fell across the illuminated wall distorted and indefinable,77722
timit/data/TRAIN/DR7/MMDG0/SX160.WAV,as coauthors we presented our new book to the haughty audience,64103
timit/data/TRAIN/DR7/MMDG0/SX430.WAV,those who are not purists used canned vegetables when making stew,63591
timit/data/TRAIN/DR7/MMDG0/SX340.WAV,ducks have webbed feet and colorful feathers,54682
timit/data/TRAIN/DR7/MMDG0/SI2035.WAV,he felt a good deal less shaky,33485
timit/data/TRAIN/DR7/MMDG0/SX250.WAV,the boston ballet overcame their funding shortage,56013
timit/data/TRAIN/DR7/MVRW0/SI1485.WAV,the other patrons were taxi drivers and art students and small shopkeepers,61850
timit/data/TRAIN/DR7/MVRW0/SX315.WAV,bob found more clams the oceans edge,34919
timit/data/TRAIN/DR7/MVRW0/SI2115.WAV,named after the ballet,19456
